record_id,species,order_raw,order_cn,province_cn,province_en_raw,year,year_in_scope,iucn_raw,discover_cause_raw,discovery_method_raw,longitude,latitude,order,province,iucn,discover_reason,discovery_method,paper_id,species_cn,english_name,naming_time,identity_source,identity_change_flag,duplicate_group_size,keep_record,coord_status,family,discovery_sites,habitat,altitude,migratory_status,china_red_list,endemic,source_title,source_journal,source_authors,doi,link
284,Stercorarius parasiticus,CHARADRIIFORMES,CHARADRIIFORMES,NA,Sichuan,2013,TRUE,LC,NA,Field Observation and Photography,104.18,31.02,Charadriiformes,Sichuan,LC,Other,Field Observation and Photography,"Long-billed Dowitcher Limnodromus scolopaceus and Parasitic Jaeger Stercorarius parasiticus Observed in Guanghan, Sichuan Province",短尾贼鸥,Arctic Jaeger,NA,raw_table,FALSE,1,TRUE,valid,Stercorariidae,"River Section, Baima Village, Jianjiang River, Yazihe Wetland Nature Reserve, Guanghan, Sichuan Province, China",Rivers/Lakes/Water Bodies,NA,Full Migrant,LC,NO,"Long-billed Dowitcher Limnodromus scolopaceus and Parasitic Jaeger Stercorarius parasiticus Observed in Guanghan, Sichuan Province",Chinese Journal of Zoology,Zhang Jun; Zhang Ming; Niu Shujun; Que Pinjia,10.13859/j.cjz.201701023,NA
285,Stercorarius parasiticus,CHARADRIIFORMES,CHARADRIIFORMES,NA,Tibet,2023,TRUE,LC,Range Shift,Field Observation and Photography,86,28.08,Charadriiformes,Xizang,LC,Range shift or distribution change,Field Observation and Photography,New Distribution Record of Stercorarius parasiticus in Xizang,短尾贼鸥,Arctic Jaeger,NA,raw_table,FALSE,1,TRUE,valid,Stercorariidae,"Coniferous-Broadleaf Mixed Forest, Quxiang Township Vicinity, Boqu River Basin, Nyalam County, Xigaze, Tibet, China",Forest,3282 m,Full Migrant,LC,NO,New Distribution Record of Stercorarius parasiticus in Xizang,Wetland Science & Management,Yang Yongbing; Liu Shansi; Xing Jiahua; Wei Cong; Yang Le,10.3969/j.issn.1673-3290.2025.04.17,https://link.cnki.net/urlid/11.5389.G3.20250822.1357.004
286,Stercorarius parasiticus,CHARADRIIFORMES,CHARADRIIFORMES,NA,Yunnan,2016,TRUE,LC,NA,Rescue Record,100.52,25.03,Charadriiformes,Yunnan,LC,Other,Rescue Record,"Parasitic Jaeger Stercorarius parasiticus Found in Nanjian, Yunnan Province",短尾贼鸥,Arctic Jaeger,NA,raw_table,FALSE,1,TRUE,valid,Stercorariidae,"Suburbs, Nanjian County, Dali Bai Autonomous Prefecture, Yunnan Province, China",NA,NA,Full Migrant,LC,NO,"Parasitic Jaeger Stercorarius parasiticus Found in Nanjian, Yunnan Province",Chinese Journal of Zoology,Zhao Xuebing; Luo Zengyang; Yuan Yuchuan; Zou Fasheng,10.13859/j.cjz.201705022,NA
287,Stercorarius pomarinus,CHARADRIIFORMES,CHARADRIIFORMES,NA,Inner Mongolia,2006,TRUE,LC,Range Shift,Field Observation and Photography,110.01,41.53,Charadriiformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record for Inner Mongolia: Parasitic Jaeger,中贼鸥,Pomarine Jaeger,NA,raw_table,FALSE,1,TRUE,valid,Stercorariidae,"Boat, South Side Of Nanhaizi Lake, Nanhaizi Nature Reserve, Baotou, Inner Mongolia, China",Wetland,NA,Full Migrant,LC,NO,A New Bird Record for Inner Mongolia: Parasitic Jaeger,Chinese Journal of Zoology,Xu Ying; Yang Guisheng; Liu Ying; Wang Hongxia; Zhang Shifeng; Zhang Li; Xing Lianlian,10.13859/j.cjz.2007.04.018,https://link.cnki.net/doi/10.13859/j.cjz.2007.04.018
288,Turnix suscitator,CHARADRIIFORMES,CHARADRIIFORMES,NA,Anhui,2023,TRUE,LC,NA,Field Observation and Photography,117.09,30.26,Charadriiformes,Anhui,LC,Other,Field Observation and Photography,"Barred Buttonquail Found in Chizhou, Anhui Province",棕三趾鹑,Barred Buttonquail,NA,raw_table,FALSE,1,TRUE,valid,Turnicidae,"Shengjin Lake National Nature Reserve, Anhui Province, China",Forest,462 m,Not a Migrant,LC,NO,"Barred Buttonquail Found in Chizhou, Anhui Province",Chinese Journal of Zoology,Chen Ding; Chen Sheng; Zhong Jingjing; Yang Xuejiao; Xu Wenbin; Song Yunwei; Zhang Yong,10.13859/j.cjz.202402313,https://link.cnki.net/doi/10.13859/j.cjz.2024023135
289,Turnix suscitator,CHARADRIIFORMES,CHARADRIIFORMES,NA,Zhejiang,2021,TRUE,LC,Range Shift,Field Observation and Photography,121.02,28.86,Charadriiformes,Zhejiang,LC,Range shift or distribution change,Field Observation and Photography,"Barred Buttonquail Found in Linhai, Zhejiang Province",棕三趾鹑,Barred Buttonquail,NA,raw_table,FALSE,1,TRUE,valid,Turnicidae,"Harvested Rice Field, Shawan Village, Yongfeng Town, Linhai, Zhejiang Province, China",Mixed Habitat,NA,Not a Migrant,LC,NO,"Barred Buttonquail Found in Linhai, Zhejiang Province",Chinese Journal of Zoology,Fang Liming; Zhu Hong; Yang Le; Wang Jun; Zhang Xuri; Fang Yaoyao; Li Hepeng,10.13859/j.cjz.202321061,NA
290,Anastomus oscitans,CICONIIFORMES,CICONIIFORMES,NA,Hebei,2021,TRUE,LC,Range Shift,Field Observation and Photography,114.16,38.24,Ciconiiformes,Hebei,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record in Hebei Province—Anastomus oscitans,钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Dongye Village Section, Yehe Wetland, Pingshan County, Hebei Province, China",Grassland/Shrubland,NA,Not a Migrant,LC,NO,A New Bird Record in Hebei Province—Anastomus oscitans,Sichuan Journal of Zoology,Li Jianping; Li Jiayang; Sun Yanfeng,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUKbNxUtFZyw9EvbmqLVgvZiH9x4RCztLPGXs5DtiBT5BZdh-k5eJtAdv6d3_KhCcLD7y7uV43PPCO3mWl8fo_v9skIOYt7fJbJIhUv6M15fhq0uilF4YLgFgtBigzvX6FLdYecH_eF-ZPBcg5qBR3m0QWLbPO2VDIpdZ-RQsaky5g==&uniplatform=NZKPT&language=CHS
291,Anastomus oscitans,CICONIIFORMES,CICONIIFORMES,NA,Hunan,2025,TRUE,LC,Range Shift,Field Observation and Photography,113.24,28.23,Ciconiiformes,Hunan,LC,Range shift or distribution change,Field Observation and Photography,"Seven New Bird Species Records in Hunan Province, China",钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Specific Discovery Site Not Provided In Article, Hunan Province, China",NA,NA,Not a Migrant,LC,NO,"Seven New Bird Species Records in Hunan Province, China",Chinese Journal of Wildlife,Hu Ke; Bai Jinjing; Mi Zezhou; Li Cheng; Chen Bowen; Zhou Wenzheng; Zhang Jiaqi; Li Peizhen; Luo Danchen,10.12375/ysdwxb.20250325,https://link.cnki.net/urlid/23.1587.S.20250402.1947.004
292,Anastomus oscitans,CICONIIFORMES,CICONIIFORMES,NA,Qinghai,2023,TRUE,LC,Range Shift,Field Observation and Photography,96.57,32.58,Ciconiiformes,Qinghai,LC,Range shift or distribution change,Field Observation and Photography,A New Record of Bird in Qinghai Province: Anastomus oscitans,钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Ziqu Riverbank, Upper Lancang River, Xialaxiu Town, Yushu Prefecture, Qinghai Province, China",Wetland,0 m,Not a Migrant,LC,NO,A New Record of Bird in Qinghai Province: Anastomus oscitans,Wetland Science & Management,Wang Jianmin; Li Guoxing; Zhang Fengzhan,10.3969/j.issn.1673-3290.2024.01.19,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_pCDMf6GvQuqlHl2jR_KFHJ88SZ9_37iq4HFOblZeBAv7CDpYCe5s6UZQmLFflbpEVqxMfWTRHK6lDsCjDDKrPpRoLc-PpKidXazs49E2mpOL8sYYJhBCENlYC0mNMxSSBZhYFv-m4Yv3KLSIxs1S3ZXkhgWmh5D2ImuHEKBIkXob5rlZVsngco&uniplatform=NZKPT&language=CHS
293,Anastomus oscitans,CICONIIFORMES,CICONIIFORMES,NA,Shaanxi,2020,TRUE,LC,Range Shift,Field Observation and Photography,107.53,33.23,Ciconiiformes,Shaanxi,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record for Shaanxi Province—Anastomus oscitans,钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Downstream Caoba River Section, North Chengguan Town, Yang County, Hanzhong, Shaanxi Province, China",Rivers/Lakes/Water Bodies,448 m,Not a Migrant,LC,NO,A New Bird Record for Shaanxi Province—Anastomus oscitans,Sichuan Journal of Zoology,Wu Si; Jiang Nan; Liao Xiaoqing; Li Xiaoli; Yu Xiaoping,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUJQsnIZNxD8c1ph6hi_LF8GyfUpFcyaxTlmnWcDxbbFBo1l1n0U_1GhG3INePFltLvwJO_hyKrcwTkZf4OoiMv9b7VWrbRKhc1lwm5OhVRZcc3dXfPIMoetUT6xoEoDoFUh2aFesT9vq3rk9Oi73PaK9acoR6XY6AAIN3ggW-PwCw==&uniplatform=NZKPT&language=CHS
294,Anastomus oscitans,CICONIIFORMES,CICONIIFORMES,NA,Sichuan,2018,TRUE,LC,Range Shift,Field Observation and Photography,103.09,28.41,Ciconiiformes,Sichuan,LC,Range shift or distribution change,Field Observation and Photography,Bird Record from Sichuan Province,钳嘴鹳,Asian Openbill,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Qionghai Wetland, Xichang, Sichuan Province, China; Suburban Area, Muchuan County, Sichuan Province, China",Wetland,NA,Not a Migrant,LC,NO,Bird Record from Sichuan Province,Sichuan Journal of Zoology,Zhang Qiongyue; Ma Lan; He Qianyun; Ran Jianghong,NA,https://kns.cnki.net/kcms2/article/abstract?v=ZH6vWTMDPUIZh7HdZF17DNPymTshdptfug4DPzBoADjg8BQKST6o62bNhhgY1aD-HXVWj7HYDu99ojVAnWdVhkbwzq2VXkoo945M8uVq7xGluG_sIHV1-uGyE_5OWMADqWOO9SaJGeef1nQTxbXth8BkSAmLkQ5kD2YdahYfnrJ-tLeKcAvnlg==&uniplatform=NZKPT&language=CHS
295,Ciconia boyciana,CICONIIFORMES,CICONIIFORMES,NA,Gansu,2023,TRUE,EN,NA,Infrared Camera Record,105.02,33.35,Ciconiiformes,Gansu,EN,Other,Infrared Camera Record,Ciconia boyciana Found in Gansu Province,东方白鹳,Oriental Stork,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Wetland, Caijiawan Village, Hanwang Town, Wudu District, Longnan, Gansu Province, China",Wetland,NA,Full Migrant,EN,NO,Ciconia boyciana Found in Gansu Province,Chinese Journal of Zoology,He Xiaofeng; Shi Shuangxi; Tu Hongwei; Zhao Xueyan,10.13859/j.cjz.202424044,https://link.cnki.net/doi/10.13859/j.cjz.202424044
296,Ciconia boyciana,CICONIIFORMES,CICONIIFORMES,NA,Ningxia,2017,TRUE,EN,NA,Field Observation and Photography,105.72,37.25,Ciconiiformes,Ningxia,EN,Other,Field Observation and Photography,New Bird Records in Ningxia Hui Autonomous Region,东方白鹳,Oriental Stork,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Tian, Zhongzhu County, Ningxia, China",NA,592 m,Full Migrant,EN,NO,New Bird Records in Ningxia Hui Autonomous Region,Chinese Journal of Wildlife,Wang Weidong; Zhang Guogang,10.19711/j.cnki.issn2310-1490.2018.03.050,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2018.03.050
297,Ciconia boyciana,CICONIIFORMES,CICONIIFORMES,NA,Tianjin,1999,FALSE,EN,Range Shift,Field Observation and Photography,117.48,38.75,Ciconiiformes,Tianjin,EN,Range shift or distribution change,Field Observation and Photography,"A Large Flock of Oriental White Storks Found at Beidagang Reservoir in Tianjin, China",东方白鹳,Oriental Stork,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Beidagang Reservoir, Tianjin, China",Wetland,NA,Full Migrant,EN,NO,"A Large Flock of Oriental White Storks Found at Beidagang Reservoir in Tianjin, China",Chinese Journal of Zoology,Zhang Shuping; Zhang Zhengwang; Yuan Liang,10.13859/j.cjz.2001.01.009,NA
298,Ciconia episcopus,CICONIIFORMES,CICONIIFORMES,NA,Yunnan,2011,TRUE,NT,Range Shift,Field Observation and Photography,99.62,27.89,Ciconiiformes,Yunnan,NT,Range shift or distribution change,Field Observation and Photography,"Wooly-necked stork, a new bird record of China",白颈鹳,Asian Woollyneck,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Shallow Marsh Zone, East Open-Water Area, Luoshuidong Lakeshore, Northwest Napahai Nature Reserve, Yunnan Province, China",Wetland,3266 m,Not a Migrant,DD,NO,"Wooly-necked stork, a new bird record of China",Zoological Research,Han Lianxian; Han Ben; Deng Zhangwen; Yu Hongzhong; Zhao Jianlin,10.3724/SP.J.1141.2011.05575,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_qtVTSZY270bX-7faONiGr8H4JPcljjsCUdQYmasbnn-po_R83EqKSqJ6C1tKiRmzE3s3yQabNbQvWu_u0KqQMTmUKdYzrA0SV9HFY1GuLnpSGdO5-ifa60wOm9Oet76K4F4Gjap5zA_x2oer5UdiwIw934kRcPVPAJ6pBTUpuG6Q==&uniplatform=NZKPT&language=CHS
299,Ciconia nigra,CICONIIFORMES,CICONIIFORMES,NA,Tibet,2020,TRUE,LC,Insufficient Survey Effort,Field Observation and Photography,98.87,29.55,Ciconiiformes,Xizang,LC,Survey gap or under-sampling,Field Observation and Photography,Black Stork Found in Tibet,黑鹳,Black Stork,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Mangcuo Lake, Southeastern Mangkang County, Tibet, China",Wetland,4279 m,Full Migrant,VU,NO,Black Stork Found in Tibet,Wetland Science & Management,Weng Shiyang; Yang Yongbing; Liu Shansi; Li Zhaxijie; Yuan Zhisheng; Yang Le,10.3969/j.issn.1673-3290.2021.02.20,NA
300,Leptoptilos javanicus,CICONIIFORMES,CICONIIFORMES,NA,Yunnan,2013,TRUE,NT,Range Shift,Field Observation and Photography,103.38,23.42,Ciconiiformes,Yunnan,NT,Range shift or distribution change,Field Observation and Photography,"Ruddy Turnstone and Greater Adjutant Found in Mengzi, Yunnan Province",秃鹳,Lesser Adjutant,NA,raw_table,FALSE,1,TRUE,valid,Ciconiidae,"Changqiao Lake, Mengzi, Honghe Prefecture, Yunnan Province, China",Farmland/Tea Plantation,1282 m,Not a Migrant,VU,NO,"Ruddy Turnstone and Greater Adjutant Found in Mengzi, Yunnan Province",Chinese Journal of Zoology,Wang; Jian; Zhao; Chao; Ding Nanya; Liang; Dan; Wang Tianye; Wei; Ming,10.13859/j.cjz.2014.01.021,NA
301,Chalcophaps indica,COLUMBIFORMES,COLUMBIFORMES,NA,Anhui,2023,TRUE,LC,Range Shift,Dead Individual Record,117.91,31.64,Columbiformes,Anhui,LC,Range shift or distribution change,Dead Individual Record,New Avian Record in Anhui——Chalcophaps indica,绿翅金鸠,Grey-Capped Emerald Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Shenye Hot Spring Holiday Hotel, Bantang, Chaohu Lake, Anhui Province, China",Rivers/Lakes/Water Bodies,NA,Not a Migrant,LC,NO,New Avian Record in Anhui——Chalcophaps indica,Anhui Forestry Science and Technology,Xu Peng; Wu Afang; Huang Jiawei; Ma Haohao; Ning Yongqiang,NA,https://kns.cnki.net/kcms2/article/abstract?v=x5ZT7qxuO_psjXFtfznI7hZ7Tlnap_WYsFCN_rKHq0P_Pvz5WezQmXxF3zobMvxcV04xMWqK5pT8Q32fXQRDcNyd0TIawnUXfBvt3JcUTxqPOLL-o-8XablfsEJ0zuGJ8RPgyg0zJw0EU5wQwMXY0SkxvtUf33PclMNr2lbkjWRaCCRkpooECg==&uniplatform=NZKPT&language=CHS
302,Chalcophaps indica,COLUMBIFORMES,COLUMBIFORMES,NA,Hunan,2017,TRUE,LC,NA,Infrared Camera Record,111.59,25.95,Columbiformes,Hunan,LC,Other,Infrared Camera Record,Common Emerald Dove Chalcophaps indica Found in Hunan Dupangling National Nature Reserve,绿翅金鸠,Grey-Capped Emerald Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Kongshuyan Village, Yueyan Branch Bureau, Dupangling National Nature Reserve, Dao County, Yongzhou, Hunan Province, China",Forest,389 m,Not a Migrant,LC,NO,Common Emerald Dove Chalcophaps indica Found in Hunan Dupangling National Nature Reserve,Chinese Journal of Zoology,Pan Dan; Li Keyuan; Zhang Bing; Ren Jing; Jiang Xiangjin; Liu Xiang; Yang Daode,10.13859/j.cjz.201805028,NA
303,Chalcophaps indica,COLUMBIFORMES,COLUMBIFORMES,NA,Jiangxi,2011,TRUE,LC,Range Shift,Field Observation and Photography,114.38,24.49,Columbiformes,Jiangxi,LC,Range shift or distribution change,Field Observation and Photography,"New Bird Records in Jiulianshan, Jiangxi Province",绿翅金鸠,Grey-Capped Emerald Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Xiagongtang, Jiangxi Province, China",Forest,282~1434 m,Not a Migrant,LC,NO,"New Bird Records in Jiulianshan, Jiangxi Province",Jiangxi Forestry Science and Technology,Liao Chengkai; Lin Baozhu; Zhang Changyou,10.16259/j.cnki.36-1342/s.2011.02.002,NA
304,Chalcophaps indica,COLUMBIFORMES,COLUMBIFORMES,NA,Zhejiang,2018,TRUE,LC,NA,Infrared Camera Record,120.14,27.52,Columbiformes,Zhejiang,LC,Other,Infrared Camera Record,New Bird Records in Zhejiang Province,绿翅金鸠,Grey-Capped Emerald Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"CN22 Monitoring Point, Dashi Forest District, Proposed Cangnan Juxi Nature Reserve, Zhejiang Province, China",Forest,468 m,Not a Migrant,LC,NO,New Bird Records in Zhejiang Province,Chinese Journal of Wildlife,Wen Chaoran; Chen Bin; Zhang Fenyao; Zhou Jiajun; Jin Wei; Liu Baoquan,10.19711/j.cnki.issn2310-1490.2019.01.044,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2019.01.044
305,Columba oenas,COLUMBIFORMES,COLUMBIFORMES,NA,Gansu,2021,TRUE,LC,NA,Field Observation and Photography,98.44,39.91,Columbiformes,Gansu,LC,Other,Field Observation and Photography,New Distribution Record of Columba oenas in Gansu Province,欧鸽,Stock Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Caohu National Wetland Park, Xincheng Town, Changcheng District, Jiayuguan, Gansu Province, China",NA,493 m,Full Migrant,LC,NO,New Distribution Record of Columba oenas in Gansu Province,Chinese Journal of Wildlife,Liu Zhaokongdongshengxiezongping,10.19711/j.cnki.issn2310-1490.2022.01.011,https://link.cnki.net/doi/10.19711/j.cnki.issn2310-1490.2022.01.011
306,Columba oenas,COLUMBIFORMES,COLUMBIFORMES,NA,Inner Mongolia,2014,TRUE,LC,Range Shift,Field Observation and Photography,101.15,42.05,Columbiformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,New Bird Records in Inner Mongolia,欧鸽,Stock Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Dalahubu Town, Ejin Banner, Alxa League, Inner Mongolia, China; Dalaihubu Town, Inner Mongolia, China",Farmland/Tea Plantation,917 m;921 m,Full Migrant,LC,NO,New Bird Records in Inner Mongolia,Sichuan Journal of Zoology,Fang Haitao; Feng Guilin; Guo Jinhai; Bu Erbude,NA,https://www.scdwzz.com/thesisDetails?columnId=29318420&Fpath=home&index=0&lang=zh
307,Geopelia striata,COLUMBIFORMES,COLUMBIFORMES,NA,Yunnan,2021,TRUE,LC,NA,Field Observation and Photography,101.26,21.92,Columbiformes,Yunnan,LC,Other,Field Observation and Photography,"Zebra Dove (Geopelia striata) Found in Mengla, Yunnan",斑姬地鸠,Zebra Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Roadside Between Man'an Staff Apartments And Banna University Town, Xishuangbanna Tropical Botanical Garden, Chinese Academy Of Sciences, Yunnan Province, China",Artificial Habitat,1 370 m,Not a Migrant,NA,NO,"Zebra Dove (Geopelia striata) Found in Mengla, Yunnan",Chinese Journal of Zoology,Zhao Jiangbo; Fan Huan; Zhao Yebai; Han Lianxian,10.13859/j.cjz.202106019,NA
308,Macropygia unchall,COLUMBIFORMES,COLUMBIFORMES,NA,Jiangsu,2021,TRUE,LC,Range Shift,Field Observation and Photography,120.73,31.65,Columbiformes,Jiangsu,LC,Range shift or distribution change,Field Observation and Photography,"New Bird Records in Jiangsu Province: Emberiza siemsseni, Ptyonoprogne rupestris, Macropygia unchall, Oenanthe oenanthe, Muscicapa muttui, Pericrocotus ethologus",斑尾鹃鸠,Barred Cuckoo-Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Huxin Pavilion, Southeast Corner, Yushan National Forest Park, Changshu, Suzhou, Jiangsu Province, China",Forest,39 m,Full Migrant,NT,NO,"New Bird Records in Jiangsu Province: Emberiza siemsseni, Ptyonoprogne rupestris, Macropygia unchall, Oenanthe oenanthe, Muscicapa muttui, Pericrocotus ethologus",Chinese Journal of Wildlife,Ye Lin; Gao Guofu; Zhou Minjun; Qian Qingqi; Chen Cheng; Su Shengbo; Lu Yaping; Wang Yongxiang; Zhang Manling; Zheng Wei; Bao Haoran,10.12375/ysdwxb.20240426,https://link.cnki.net/urlid/23.1587.S.20240522.1113.004
309,Macropygia unchall,COLUMBIFORMES,COLUMBIFORMES,NA,Tibet,2016,TRUE,LC,NA,Field Observation and Photography,93.8,29.38,Columbiformes,Xizang,LC,Other,Field Observation and Photography,"Eight Bird Species Were Recorded in South Tibet, China",斑尾鹃鸠,Barred Cuckoo-Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Damu Township, Medog County, Tibet, China",Forest,3857.04 m,Full Migrant,NT,NO,"Eight Bird Species Were Recorded in South Tibet, China",Chinese Journal of Zoology,Que Pinjia; Lei Weipan; Zhang Jinggang; Shi Jie; Dong Lu; Zhang Zhengwang,10.13859/j.cjz.201704014,https://link.cnki.net/doi/10.13859/j.cjz.201704014
310,Macropygia unchall,COLUMBIFORMES,COLUMBIFORMES,NA,Zhejiang,2014,TRUE,LC,NA,Infrared Camera Record,119.19,27.91,Columbiformes,Zhejiang,LC,Other,Infrared Camera Record,Bar-tailed Cuckoo-Dove Found in Zhejiang Province,斑尾鹃鸠,Barred Cuckoo-Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Shiliang'ao Village, Fengyangshan-Baishanzu National Nature Reserve, Longquan, Southwestern Zhejiang, Zhejiang Province, China",NA,929.6 m,Full Migrant,NT,NO,Bar-tailed Cuckoo-Dove Found in Zhejiang Province,Chinese Journal of Zoology,Li Jia; Ye Lixin; Li Diqiang; Liu Fang; Liu Shenglong; Peng Hui,10.13859/j.cjz.201606023,NA
311,Spilopelia chinensis,COLUMBIFORMES,COLUMBIFORMES,NA,Jilin,2016,TRUE,LC,NA,Field Observation and Photography,125.4,43.81,Columbiformes,Jilin,LC,Other,Field Observation and Photography,"Spotted Dove Found in Changchun, Jilin Province",珠颈斑鸠,Eastern Spotted Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Campus, Jilin Agricultural University, Jilin Province, China",Artificial Habitat,NA,Full Migrant,LC,NO,"Spotted Dove Found in Changchun, Jilin Province",Chinese Journal of Zoology,Yao Jiyuan; Jiang Yunlei; Chen Defeng; Du Sikai; Guo Jialin,10.13859/j.cjz.202201019,NA
312,Spilopelia chinensis,COLUMBIFORMES,COLUMBIFORMES,NA,Inner Mongolia,2004,TRUE,LC,Range Shift,Field Observation and Photography,111.72,40.81,Columbiformes,Inner Mongolia,LC,Range shift or distribution change,Field Observation and Photography,A New Bird Record in Hohhot：Spotted Dove,珠颈斑鸠,Eastern Spotted Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Third Nursery, Hohhot, Inner Mongolia, China; Botanical Garden, Inner Mongolia, China",Forest,NA,Full Migrant,LC,NO,A New Bird Record in Hohhot：Spotted Dove,Zoological Research,Shi Chunfang; Yang Guisheng,10.3321/j.issn:0254-5853.2006.06.017,NA
313,Spilopelia senegalensis,COLUMBIFORMES,COLUMBIFORMES,NA,Gansu,2020,TRUE,LC,NA,Field Observation and Photography,97.11,40.47,Columbiformes,Gansu,LC,Other,Field Observation and Photography,"Laughing Dove Found in Yumen, Gansu Province",棕斑鸠,Laughing Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Huanghuaying Village, Northern Yumen New Urban District, Gansu Province, China",NA,596 m,Full Migrant,LC,NO,"Laughing Dove Found in Yumen, Gansu Province",Chinese Journal of Zoology,Luo Shuang; Wang Xiaoning; Ma Ming; Song Sen,10.13859/j.cjz.202305015,NA
314,Streptopelia decaocto,COLUMBIFORMES,COLUMBIFORMES,NA,Heilongjiang,2005,TRUE,LC,Range Shift,Banding Record,125.26,49.1,Columbiformes,Heilongjiang,LC,Range shift or distribution change,Banding Record,New Bird Record of Streptopelia decaocto decaocto in Heilongjiang Province,灰斑鸠,Eurasian Collared-Dove,NA,raw_table,FALSE,1,TRUE,valid,Columbidae,"Gaofeng Bird Banding Station, Heilongjiang Province, China",Farmland/Tea Plantation,NA,Not a Migrant,LC,NO,New Bird Record of Streptopelia decaocto decaocto in Heilongjiang Province,Chinese Journal of Zoology,Li Xianda; Fang Kejian; Guo Yumin,10.13859/j.cjz.2006.01.010,https://link.cnki.net/doi/10.13859/j.cjz.2006.01.010
